branch_id,topics,ending
792,Memorial day discussion - Political use of veterans - Jan 6th death details,disagreement
793,Memorial Day tributes - Political motivations - January 6th incident - Trump's election prospects,disagreement
794,Memorial Day - political use of veterans - January 6th event - Trump's mental state,inconclusive
795,Political statements - January 6th events - Election loss claims - Trump's supporters,disagreement
796,Jan 6th deaths - Trump's mental state - political motivations - freedom of speech,disagreement
797,Memorial silence - Political statements - January 6th event - Trump's mental state,disagreement
798,Political statements - Veterans - Jan 6th events - Trump's mental state,disagreement
799,political statements - veterans - January 6th event - Trump's mental state,disagreement
800,political statements - election - Trump's cognitive state - political divide,inconclusive
801,political statements - veterans - Trump's mental state,inconclusive
802,political statements - election claims - insulting language,inconclusive
803,political statements - Trump's mental state - political division,inconclusive
804,veteran care - American service - foreign aid,disagreement
805,veteran health - Agent Orange - nursing appreciation,agreement
806,Trump supporters - Anti-Trump sentiment - Online community behavior,disagreement
807,military nursing - LPN training - enlisted vs. officer,agreement
808,military nurses - LPN vs BSN - military training,agreement
809,military service - nursing in the military - military jobs,inconclusive
810,military service - nursing in military - thanking for service,agreement
811,military nurse - nursing qualifications - military service,inconclusive
812,nursing career - PTSD treatment - Ibogaine - alternative medicine,inconclusive
813,nursing career - PTSD treatment - Ibogaine - alternative medicine,agreement
814,Canadian elections - US elections - Political change,agreement
815,Canadian perspective - US election - Comparing experiences,inconclusive
816,Canadian politics - US politics - nationalism,disagreement
817,political action - voter turnout - Canadian politics - criticism of leadership,inconclusive
818,Trump's work ethic - Praise for the original commenter - Podcast appearances,disagreement
819,Trump's character - accusations of grifting - religious references,disagreement
820,Trump criticism - accusations of grifting - political polarization,disagreement
821,Trump criticism - accusations of grifting - political polarization,disagreement
822,false accusations - divorce and custody battles - accusations of narcissism,inconclusive
823,false accusations - custody battles - narcissistic behavior,inconclusive
824,false accusations - divorce and custody battles - narcissistic behavior,inconclusive
825,false accusations - divorce and custody battles - narcissistic behavior,inconclusive
826,false accusation - divorce and custody battle - narcissistic behavior,disagreement
827,false accusations - custody battles - accusations against Trump,disagreement
828,false accusations - divorce and custody battles - narcissism,disagreement
829,false accusations - Trump support - parenting comparison - Trump's character,disagreement
830,Trump support - Parenting remarks - Accusation experience,disagreement
831,false accusation - Trump support - parenting responsibility,disagreement
832,Trump support - candidate preference - voting choices,disagreement
833,VA benefits - Veteran care - Healthcare access,inconclusive
834,VA benefits - Trump's economic policies - Obama's economic record,disagreement
835,VA benefits - Trump's economic impact - Obama's VA record - Policy implementation,disagreement
836,VA benefits - Trump's actions - Economy under Trump - Policy implementation,disagreement
837,VA benefits - Veteran healthcare - Presidential administrations - Healthcare experiences,disagreement
838,VA benefits - Veteran healthcare experience - C-Diff infection - Obama vs. Trump,inconclusive
839,VA benefits under Trump - VA benefits under Biden - Personal experiences with VA,inconclusive
840,VA benefits - Veteran healthcare - Obama administration - Trump administration,inconclusive
841,VA benefits - Trump's presidency - Trump's military service,disagreement
842,VA benefits access - Trump's impact on VA - Veteran healthcare experiences,inconclusive
843,VA healthcare access - Veteran healthcare under Obama/Trump - Historical record access issues,inconclusive
844,VA care under Obama/Trump - Veteran experiences - Obama's policies,disagreement
845,VA benefits - Veteran care under Obama/Trump - Veteran experiences,inconclusive
846,VA benefits - Veteran healthcare - Obama administration - Trump administration - Veteran experiences,disagreement
847,VA care - Obama administration - Veteran benefits - Political views,disagreement
848,VA care - Obama administration - Veteran benefits - Personal experiences with VA - Historical issues with benefits,inconclusive
849,VA benefits - Veteran care under Obama/Trump - Veteran experiences,disagreement
850,VA benefits - veteran care differences - political bias - storage records issues,disagreement
851,VA benefits - Veteran care under Obama/Trump - Record keeping issues - Government as corporation,inconclusive
852,VA care under Obama/Trump - Veteran benefits - Social Security issues,inconclusive
853,VA benefits - Obama's VA - Trump's VA,disagreement
854,VA benefits - Obama's VA - Trump's VA improvements - Veteran healthcare,disagreement
855,VA benefits - Obama's VA record - Trump's VA record,disagreement
856,VA benefits - Trump's impact on VA - VA funeral expenses,disagreement
857,Trump interview criticism - Fact-checking Trump's statements - Allegations of media bias,inconclusive
858,Trump interview criticism - Fact-checking Trump claims - Afghanistan withdrawal,inconclusive
859,Trump interview - Interview quality - Alleged lies - Criticism of interviewer,inconclusive
860,military history - family war experience - WWI service - German WWII involvement,inconclusive
861,Afghanistan war - U.S. military involvement - Betrayal of Afghan people,inconclusive
862,Trump interview - user praise - online persona,disagreement
863,interview with Trump - user praise - online interaction,inconclusive
864,Trump interview - user praise - humorous retort,inconclusive
865,political affiliation shift - Trump support - unity among commenters,agreement
866,political polarization - Trump support - media framing,disagreement
867,Trump support - Veteran support - Political disagreement,disagreement
868,pandemic unemployment benefits - federal contractors - inflation concerns,inconclusive
869,pandemic unemployment benefits - contractor eligibility - Trump's executive action - civics knowledge,disagreement
870,Military service under Trump - Trump's perceived attitude - Retirement letter request,inconclusive
871,military service - retirement letter - Trump's actions - Biden's policies,inconclusive
872,military service - Trump's presidency - retirement letter,inconclusive
873,military service - vaccine mandate - veteran status,disagreement
874,military service - veteran status - veterans' disability,inconclusive
875,military service - vaccine mandate - veteran status,inconclusive
876,military service - vaccine mandate - veteran status,inconclusive
877,military service - vaccine mandate - veteran status,disagreement
878,military service - vaccine mandate - discharge status,disagreement
879,military service under Trump - vaccine mandates - family disputes over vaccines,inconclusive
880,military service - vaccine mandate - false equivalencies,disagreement
881,Trump's gummy bears - Trump's security - Gun suggestion,inconclusive
882,gummy bears - Secret Service - SIG P365 - Mike Glover,inconclusive
883,veteran support - Trump's actions - media bias - campaign promises,disagreement
884,Politician performance - Patriotism - American flag symbolism,disagreement
885,politician performance - funding the Taliban - political skepticism,inconclusive
886,Joe Rogan interview - Podcast popularity - Interview quality,inconclusive
887,Trump's energy - Vietnam War draft - John McCain's service - college deferment,inconclusive
888,Trump's energy levels - Vietnam draft dodging - McCain mockery - War hero respect,inconclusive
889,Trump's energy levels - Vietnam War draft - John McCain's actions - Trump's alleged affairs,disagreement
890,Trump's energy - Vietnam draft dodging - Trump's past actions,disagreement
891,Trump's energy - Vietnam draft dodging - Trump's personal life,inconclusive
892,Trump's energy - Vietnam draft avoidance - Trump's personal conduct,inconclusive
893,healthcare for all - tax rates - healthcare quality,disagreement
894,Ukraine-related symbols - NATO criticism - Nazi accusations,disagreement
895,single father struggles - government assistance denials - child custody bias - financial hardship,agreement
896,border security - immigration screening - Cuban immigrants - border closure,disagreement
897,interview neutrality - political moderation - criticism of both parties,inconclusive
898,political moderation - critiques of political parties - Trump support/criticism,disagreement
899,Interview neutrality - Political moderation - Criticism of political parties,inconclusive
900,Ukraine aid - US military equipment - US-Ukraine relations - Putin's actions,disagreement
901,Trump's work ethic - Political alignment - Lesser of two evils,disagreement
902,Trump admiration - Immigration preferences - Racial prejudice,disagreement
903,Trump support - bot accusation - user authenticity,inconclusive
904,Trump's presidency - 2020 election results - COVID-19 impact - Toilet paper shortage,agreement
905,Trump military support - Trump's comments on veterans - John Kelly's claims,disagreement
906,Trump's support for military - Trump's comments on veterans - Source of Trump's comments,disagreement
907,Trump's military service - Trump's comments on soldiers - Accusations of disrespect,disagreement
908,Trump's communication style - Ukraine/Russia war - Answering questions,inconclusive
909,voting Trump - Republican policies - independent voter identity,inconclusive
910,Trump's military support - Election outcome speculation - Trump's character criticism - MAGA supporters,disagreement
911,Trump's quote - agreement on Trump's statement - request for explanation,inconclusive
912,Trump support - Question dodging claim - Insulting language,disagreement
913,Trump support - Question dodging - Lack of answers,disagreement
914,broken promises - Trump's supporters - campaign run,disagreement
915,broken promises - Biden's actions - Trump's actions,disagreement
916,2024 election - Trump's political prospects - election outcome,inconclusive
917,Trump's relationships with foreign leaders - Media criticism - US foreign policy,agreement
918,business downturn - economic hardship - political blame,inconclusive
919,Trump support - Trump's character - Veteran support,disagreement
920,Trump's presidency - Reasons for support - Political disagreements,disagreement
921,Trump's presidency - Trump's accomplishments - Support for Trump,disagreement
922,Trump presidency evaluation - Supporter rationale - Failed promises claim,disagreement
923,Trump's presidency - Failed campaign promises - Negative responses,inconclusive
924,Trump support - Constitution - Political disagreement,disagreement
925,Trump's policies - Nuclear secrets - Truthfulness of claims,disagreement
926,Trump's popularity - Nuclear secrets claim - Misinformation,disagreement
927,Trump memorial visit - Biden/Harris absence - Insurection involvement,disagreement
928,Trump memorial visit - Biden absence - January 6th insurrection - Criticism of Trump,disagreement
929,Trump memorial visit - January 6th insurrection - Criticism and insults,disagreement
930,Trump memorial visit - Biden and Harris absence - January 6th insurrection - Criticism of Trump,disagreement
931,Trump memorial visit - January 6th insurrection - Accusations of gullibility,disagreement
932,Trump's memorial visit - Biden's absence - January 6th insurrection - Criticism of Trump,disagreement
933,Trump memorial visit - Trump's motives - January 6th insurrection,disagreement
934,Trump memorial visit - Biden/Harris absence - Political insults,disagreement
935,Trump memorial visit - Biden's absence - January 6th insurrection - Accusations of disrespect,disagreement
936,Trump memorial visit - Criticism of Trump - January 6th insurrection,disagreement
937,Trump's memorial visit - January 6th insurrection - Accusations of being 'demented',disagreement
938,Memorial visit - Biden/Harris absence - Trump's motives,disagreement
939,Trump memorial visit - January 6th insurrection - Accusations of hypocrisy - Political insults,disagreement
940,Trump memorial visit - Respect for fallen soldiers - Insulting language,disagreement
941,Trump memorial visit - Trump's motives - Political insults - January 6th insurrection - Harris and riots,disagreement
942,Trump memorial visit - January 6th insurrection - Political division - Accusations and name-calling,disagreement
943,Trump memorial visit - January 6th insurrection - Criticism of Biden/Harris,disagreement
944,Trump memorial visit - January 6th insurrection - Political prisoners,disagreement
945,Trump memorial visit - January 6th insurrection - Accusations of bias,disagreement
946,Trump's memorial attendance - January 6th insurrection - Political insults,disagreement
947,Memorial visit - January 6th insurrection - Political insults,disagreement
948,Trump memorial visit - January 6th insurrection - Biden/Harris's actions,disagreement
949,Trump memorial visit - January 6th insurrection - Accusations of lying,disagreement
950,Trump memorial visit - January 6th insurrection - Political accusations,disagreement
951,Trump's memorial visit - January 6th insurrection - Political accusations - Biden/Harris actions,disagreement
952,Trump memorial visit - January 6th insurrection - Name-calling and insults,disagreement
953,Trump memorial visit - January 6th insurrection - Political insults,disagreement
954,Trump memorial visit - Biden absence - January 6th insurrection,disagreement
955,Trump's communication style - action vs. speeches - trust issues - Trump's policies,disagreement
956,Trump's schedule - Interview talking points - Trump's discipline,inconclusive
957,Interview length - Question dodging - Kamala Harris' speaking,inconclusive
958,Trump's election prospects - Betting on election - Political polarization,inconclusive
959,US election impact - Trump's motivations - Australian perspective - Kash Patel interview,inconclusive
960,Trump's absence - Trump's past comments - Criticism of Trump,disagreement
961,Trump's absence at events - Trump's military comments - Trump's bone spurs,disagreement
962,Trump's military comments - Trump's trustworthiness - media bias,disagreement
963,Trump's attendance - Biden's whereabouts - Military personnel insult claim,disagreement
964,Biden's whereabouts - Trump's comments on military - Criticism of Trump,disagreement
965,Trump's communication style - constructive criticism - Trump support,inconclusive
966,Trump's interview performance - Interview time constraints - Trump vs. Putin comparison,disagreement
967,Trump's communication style - Interview performance - Comparison to Putin,disagreement
968,Trump's interview performance - Interview time constraints - Ukraine conflict complexity,disagreement
969,Trump's podcast appearance - Political division - Defining 'enemy',inconclusive
970,job market - economic conditions - job losses,disagreement
971,job market - job availability - economic hardship - political affiliation,disagreement
972,Religion - Torah - Repentance,inconclusive
973,Journalism definition - Lex's role - AI prompt,disagreement
974,Trump interview critique - Trump's communication style - 2020 election fraud claims,disagreement
975,Trump interview critique - 2020 election fraud claims - Trump's rhetoric - interview depth,disagreement
976,Trump interview critique - Trump's answers - Interview structure,inconclusive
977,2020 election - Trump - election outcome skepticism,inconclusive
978,Trump interviews - Interview criticism - Propaganda accusations,disagreement
979,interview length - spelling mistakes - language proficiency,agreement
980,interview format - political interviews - Lex Fridman podcast,disagreement
981,long-form interview - interview format - political interviews,inconclusive
982,interview format - Trump's communication style - political interviews,inconclusive
983,Interview format - Trump's communication style - Lex Fridman interview,disagreement
984,Interview format - Communication style - Interview length,inconclusive
985,Trump's interview style - Question avoidance - 2020 election claims - Trump's honesty,disagreement
986,Trump's interview performance - Cognitive decline concerns - Trump's communication style,inconclusive
987,Trump interviews - Bankruptcy claims - Business failures - RFK endorsement,inconclusive
988,Trump's communication style - Interview format criticism - Criticism of Trump supporters,disagreement
989,Trump interviews - Trump's leadership - Questioning style,disagreement
990,Trump's communication style - Incoherent ramblings - Audience reaction,disagreement
991,Trump's communication style - Incoherence accusations - Inflation example - Kamala Harris,disagreement
992,Trump's communication style - incoherent ramblings - inflation explanation - criticism of supporters,disagreement
993,Trump's communication style - Inflation explanation - Accusations of incoherence - Reality vs. Opinion,disagreement
994,Trump's communication style - Trump's policy positions - Misinformation - Cognitive ability,disagreement
995,Trump's communication style - incoherent ramblings - inflation explanation - reality vs. opinion,inconclusive
996,Trump's communication style - incoherent speech - inflation explanation - criticism of supporters,disagreement
997,Trump's communication style - Inflation explanation - Trump's supporters,disagreement
998,Long-form interview - Political views - Trump's personality - Political figures criticism,disagreement
999,long-form interviews - political figures' character - Trump's performance,disagreement
1000,candidate interviews - Trump's lies - interview quality,agreement
1001,candidate interviews - Kamala Harris - Trump's capability,inconclusive
1002,interview format - Trump's communication style - media criticism,disagreement
1003,candidate interviews - Trump's energy - Kamala Harris' articulation - debate performance,disagreement
1004,candidate interviews - Trump's energy levels - Kamala's debate strategy - Trump's legal issues,disagreement
1005,candidate interviews - debate participation - Trump's debate behavior,inconclusive
1006,presidential candidate interviews - Trump's debate participation - accusations of lying,disagreement
1007,long form interviews - debate participation - Trump's communication style,disagreement
1008,presidential candidate interviews - Trump's debate participation - accusations of trolling,disagreement
1009,Trump's communication style - Lack of concrete arguments - Interview criticism,disagreement
1010,presidential candidate interviews - Harris interview - interview length,inconclusive
1011,candidate interviews - energy levels - verbal communication - Trump's articulation,disagreement
1012,candidate interviews - speech patterns - debate performance,disagreement
1013,candidate interviews - Trump's communication style - candidate performance,disagreement
1014,candidate interview requirement - cognitive decline - candidate qualifications - political criticism,disagreement
1015,candidate energy levels - candidate cognitive ability - candidate qualifications - interviewer performance,disagreement
1016,candidate interview requirements - cognitive ability critique - candidate debate performance - accusations against Trump,disagreement
1017,Trump's energy level - Candidate's qualifications - Trump's legal issues - Debate avoidance,disagreement
1018,candidate interview requirement - candidate's energy levels - candidate's cognitive abilities - candidate's vocabulary,disagreement
1019,Long-form interview definition - Trump's interview responses - Kamala Harris interview suggestion,disagreement
1020,Interview length - candidate interviews - semantics - tone of discussion,disagreement
1021,Kamala Harris - Trump rallies - political preferences,disagreement
1022,Kamala Harris - Political commentary - Podcast participation,inconclusive
1023,Kamala Harris - political strategy - debate performance,inconclusive
1024,Trump interview - Humor - Pathological lying,disagreement
1025,Shane Gillis - YouTube views - bot accounts,disagreement
1026,Trump's quote - Trump's actions - Trump's family,disagreement
1027,Trump quote - Quote origin - Plagiarism accusation,inconclusive
1028,Trump's quote analysis - Cynicism - Political viewpoints - Harris's popularity,disagreement
1029,Trump quote analysis - Quote originality - Fanbase reaction - Quote's perceived depth,disagreement
1030,Trump's quote analysis - Quote originality - Criticism of Trump supporters,disagreement
1031,Trump's quote - Quote origin - User insults - Political alignment,disagreement
1032,Trump's quote - Quote analysis - Criticism of Trump's supporters - User's online persona,disagreement
1033,Trump's quote - Criticism of Trump - Political viewpoints,disagreement
1034,Trump's quote analysis - Quote's originality - Meaning of life,inconclusive
1035,Trump's quotes - Trump's accomplishments - criticism of Trump,disagreement
1036,Trump's communication style - Response to interview question - Political division,disagreement
1037,Trump's quote - Interpretation of Trump's words - Humorous take on quote,agreement
1038,Trump's quote - Trump's respect - Interpreting Trump's response,inconclusive
1039,Trump's quote - Netanyahu question - Respect for the media,disagreement
1040,Trump's communication style - respect - political ideologies - media bias,disagreement
1041,Trump's interview appearances - Trump's popularity - Joe Rogan podcast - Odds/betting,inconclusive
1042,Lex Fridman views - Putin influence - Political views of guests,inconclusive
1043,Jan 6 denial - Jan 6 footage - Eastman memos - Supreme Court immunity,disagreement
1044,Trump's communication style - Ukraine response - Election fraud,disagreement
1045,Lex Fridman's influence - Lex Fridman's motivations - Political accusations,disagreement
1046,Trump's claims - credibility - political polarization,disagreement
1047,Trump's claims - question dodging - political bias,inconclusive
1048,Trump's claims - evading questions - political tribalism - candidate quality,inconclusive
1049,Trump's claims - Question evasion - Candidate criticism,disagreement
1050,Trump's claims - Question evasion - Political candidate criticism,inconclusive
1051,Trump's claims - evading questions - candidate criticism,disagreement
1052,Trump's statement - evading questions - political polarization,inconclusive
1053,Trump's statement - question evasion - political candidates,disagreement
1054,Trump's statement - evading questions - candidate criticism,inconclusive
1055,Trump's statement - question evasion - political tribalism - candidate quality,disagreement
1056,Trump's statement - question evasion - political tribalism,disagreement
1057,Trump's statements - credibility of Trump - Trump's policy plans,disagreement
1058,Trump's statement - credibility of Trump - political support,disagreement
1059,Trump's statement - Belief in Trump - Polls and election outcome,disagreement
1060,Trump's statement - Taking Trump seriously - Comment credibility,inconclusive
1061,Trump's statements - Trump support - Political humor,disagreement
1062,Trump's credibility - Political polarization - Biden and Harris,disagreement
1063,Trump's communication style - Trump's supporters - Biden/Harris credibility,inconclusive
1064,Trump's statements - political humor - criticism of Trump - perceptions of Biden,disagreement
1065,Trump's statements - Trump's credibility - Political insults,disagreement
1066,Trump's communication style - Biden's performance - Economic impact under Trump - Trump derangement syndrome,disagreement
1067,Trump's communication style - Political humor - Media bias - Biden/Harris criticism,inconclusive
1068,Trump's statements - Trump Derangement Syndrome - Biden/Harris credibility,disagreement
1069,Trump's communication style - Political credibility - Biden/Harris perception,inconclusive
1070,Trump's statements - Trump's credibility - Political insults,disagreement
1071,Trump's communication style - Political humor - Criticism of Trump,disagreement
1072,Trump's communication style - Biden's seriousness - Kamala Harris' debate preparation,inconclusive
1073,Trump's statements - Trump's credibility - Political figures' seriousness,disagreement
1074,Trump's credibility - Political bias - Biden and Harris,inconclusive
1075,Trump's statements - Political polarization - Trump's credibility,disagreement
1076,Trump's statement - Trump's supporters - Biden/Harris - Trump's credibility,disagreement
1077,Trump's claims - Trump's credibility - Criticism of Trump - Biden's credibility,inconclusive
1078,Trump's statements - Political figures' credibility - Political polarization,inconclusive
1079,Trump's statements - Political humor - Trump supporters,inconclusive
1080,Trump's statements - Political credibility - Biden/Harris,disagreement
1081,Trump's communication style - political commentary - accusations of bias,inconclusive
1082,Trump's statements - Political bias accusations - Biden and Harris,inconclusive
1083,Trump's statement - political skepticism - ad hominem attacks,inconclusive
1084,Trump's credibility - Economic performance under presidents - Trump supporters' views,disagreement
1085,Trump's communication style - Economic impact - Biden/Obama comparison,inconclusive
1086,Trump's communication style - Economic impact of Trump's presidency - Trump's actions in foreign policy,disagreement
1087,Trump's communication style - Economic performance under Trump - Biden vs. Trump - Political polarization,disagreement
1088,Trump's rhetoric - Economic performance under Trump - Biden's credibility,disagreement
1089,Trump's communication style - Economic performance comparison - Political opinions,disagreement
1090,Trump's statements - Trump's supporters - Political satire,inconclusive
1091,Trump's statements - Political commentary - Criticism and mockery - Ad hominem attacks,inconclusive
1092,Trump's statement - political seriousness - Taliban's reaction,inconclusive
1093,Trump's statements - Political humor - Ad hominem attacks,inconclusive
1094,Trump's communication style - Trump Derangement Syndrome (TDS) - Political figures credibility,disagreement
1095,Trump's statements - Trump Derangement Syndrome - Political seriousness - Acronym use,inconclusive
1096,Trump's statements - Political seriousness - Policy vs. personality,inconclusive
1097,Trump's Taliban claims - Trump's foreign policy - Political polarization,disagreement
1098,Trump and Taliban - US foreign policy - Biden's policies - Trump's actions,inconclusive
1099,Trump's Taliban interactions - Bombing/drone strike escalation - Peace vs. war,disagreement
1100,Trump's Taliban interaction - Afghanistan troop withdrawal - Trump's military deaths,disagreement
1101,Trump-Taliban interaction - US military presence - War status,disagreement
1102,Trump's Taliban interaction - Trump's foreign policy - Trump's Ukraine actions,disagreement
1103,Trump's statements - politician knowledge - AOC example,inconclusive
1104,Trump's claims - Trump's finances - Criticism of Trump,inconclusive
1105,Inflation - Economic indicators - Biden administration performance - Trump administration policies,disagreement
1106,political division - Biden and Harris criticism - election legitimacy,disagreement
1107,political division - Biden administration - Trump accusations,disagreement
1108,political division - Biden and Harris - comment deletion,disagreement
1109,political division - Biden's policies - party unity - war machine,disagreement
1110,Political division - Biden's performance - Party alignment and unity - War machine influence,disagreement
1111,political division - Biden administration - political parties - war machine - competent governance,disagreement
1112,political division - political unity - party alignment,disagreement
1113,political division - party politics - unity - war machine,disagreement
1114,political division - Biden administration - war machine - Trump's policies,disagreement
1115,political division - Biden's performance - party alignment - election outcome prediction,disagreement
1116,political division - Biden administration - partisan politics - war machine,disagreement
1117,political division - Biden's performance - party unity - war machine,disagreement
1118,political division - Biden's performance - party unity - war machine,disagreement
1119,political division - Biden administration - political party alignment - war machine,disagreement
1120,political division - Biden's performance - party unity - war machine,disagreement
1121,political division - Biden's performance - party alignment,disagreement
1122,political division - Biden's performance - partisan politics - working class issues,disagreement
1123,political division - Biden's performance - political party competence - working class issues,disagreement
1124,political division - Biden's policies - partisan politics - economic issues - Trump's presidency,disagreement
1125,political division - party unity - economic policies - Biden administration - Trump presidency,disagreement
1126,Political division - Biden administration - Political competence - Working class issues - Party unity,disagreement
1127,political division - Biden administration - working class issues - party competency - Trump presidency,disagreement
1128,political division - party politics - Biden administration policies - working class issues,disagreement
1129,political division - political party competency - working class issues - social issues,inconclusive
1130,political division - Biden's performance - working class issues - political party alignment,inconclusive
1131,political division - Biden administration - working class issues - racial politics - Trump's role,disagreement
1132,political division - unifying forces - economic concerns - criticism of Democrats - criticism of Trump,disagreement
1133,political division - Biden administration - working class issues - political parties,disagreement
1134,political division - Biden's policies - political party effectiveness - working class - labor unions,disagreement
1135,Political division - Biden administration - Trump's character - Political unity,disagreement
1136,political division - unifying forces - Trump's authenticity - Biden's competence - international perspective,disagreement
1137,political division - party alignment - Trump's popularity - Biden's performance,inconclusive
1138,political division - partisan politics - Biden administration,inconclusive
1139,political division - partisan politics - Trump's authenticity,disagreement
1140,political division - Biden's performance - Trump's popularity - political alignment - media influence,inconclusive
1141,Political division - Biden administration - Trump's appeal - Political competence - International perspectives,inconclusive
1142,Political division - Party competence - Trump's character - Media portrayal - Kamala Harris,inconclusive
1143,political division - party politics - Trump's character - media influence,disagreement
1144,political division - Biden's leadership - party unity - endorsements,disagreement
1145,political division - Biden administration - party politics - unity efforts - political endorsements,disagreement
1146,Political division - Biden administration - Democratic party - Kamala Harris,disagreement
1147,political division - Biden and Harris - Cuba comparison - political insults,disagreement
1148,political division - criticism of Biden - US wars,disagreement
1149,political division - criticism of Biden/Harris - economic performance,disagreement
1150,political division - criticism of Biden/Harris - economic policies - allegations of election rigging,disagreement
1151,political division - Biden criticism - gas prices and fracking - economic effects,disagreement
1152,political division - criticism of Biden/Harris - gas prices,inconclusive
1153,political division - Biden's approval - accusations of installation,disagreement
1154,political division - presidential performance - historical context,inconclusive
1155,Trump's actions and rhetoric - Authoritarianism concerns - Voting rights - Trump's cognitive ability,disagreement
1156,foreign policy - abortion ban - Trump's policies - election integrity,disagreement
1157,Trump's foreign policy - Ukraine war - Abraham Accords - Media bias,disagreement
1158,war and peace - Abraham Accords - election fraud claims - media bias,disagreement
1159,US foreign policy - Trump's actions and policies - Political support - Media engagement,disagreement
1160,Trump support - Political discourse - Media and interviews - Criticism of Kamala Harris,disagreement
1161,Trump's actions and support - Political alignment - Electoral issues,disagreement
1162,Trump's actions and charges - Media coverage of Trump - Political polarization,disagreement
1163,Conflict during an administration - Trump's actions and policies - Accusations of lying,disagreement
1164,conflict during administrations - Trump's policies - establishment definition,disagreement
1165,war and peace - Trump's actions - political support,disagreement
1166,Foreign policy during administrations - Trump's policies - Political polarization,disagreement
1167,Trump's policies - Political alignment - Trump's communication,disagreement
1168,Trump's policies - Trump's communication style - Political discourse,disagreement
1169,War and Peace - Trump's Actions/Policies - Trump's election claims - Trump's Supporters/Critics,disagreement
1170,Trump's communication style - criticism of Trump - media bias,disagreement
1171,Trump's communication style - Trump's actions post-election - accusations against Trump,disagreement
1172,Trump's communication style - Criticism of Trump - Media bias,disagreement
1173,interview critique - Trump's statements - media bias - Russian influence,disagreement
1174,Trump interview reception - Wealth inequality - Economic impact,disagreement
1175,Free speech - Foreign policy - Political ideologies,disagreement
1176,podcast introduction - Kamala Harris's rhetoric - election integrity,disagreement
1177,Trump's role model status - Trump's business record - Trump Media Group valuation,disagreement
1178,Trump's role model status - Trump's business history - Trump's political career,disagreement
1179,Trump's role model status - Economic impact under Trump - Cost of living comparison - Contradictory statements,inconclusive
1180,Trump's role model status - Economic performance comparison - Criticism of opposing views,inconclusive
1181,Trump's role model status - Trump's net worth - January 6th discussion - Political discourse frustration,inconclusive
1182,Trump's role model status - Trump's net worth - Allegations of infidelity,disagreement
1183,Trump's quote - Trump's intelligence - argument style - New York Governor's statement,disagreement
1184,Trump's quote - Trump's intelligence - January 6th - argument validity,disagreement
1185,Trump's quote analysis - Trump's intelligence - election integrity,disagreement
1186,Trump's quote - Trump's intelligence - argument rationality - election legitimacy,disagreement
1187,Trump's quote analysis - Trump's intelligence - Election integrity criticism,disagreement
1188,Trump quote analysis - Trump's intelligence - Argument evaluation - Election concerns - Capital building takeover,disagreement
1189,Trump's quote - Trump's intelligence - argumentative validity - election integrity,disagreement
1190,Trump's quote - Trump's intelligence - election concerns,disagreement
1191,Trump's quote - Trump's intelligence - Trump's actions,disagreement
1192,Trump's quote analysis - Trump's intelligence - Trump's legal issues,disagreement
1193,Trump's statements - Trump's intelligence - Legal charges against Trump,disagreement
1194,Trump's quote analysis - Trump's intelligence assessment - Legal charges against Trump,disagreement
1195,media format - Trump's interview - Kamala Harris interview,disagreement
1196,Trump's beach appearance - Obama's golf - Biden's leisure time,inconclusive
1197,Trump's appearance - Kamala Harris's success - Sexism accusation,disagreement
1198,Psilocybin for PTSD - Shroom accessibility - Substance abuse risks,inconclusive
1199,mushrooms for PTSD - psychedelic safety - substance comparison (alcohol vs. psilocybin) - legalization/social acceptance,inconclusive
1200,mushroom therapy - PTSD treatment - religious perspective - psychedelics and spirituality,disagreement
1201,mushroom therapy - PTSD treatment - Freemasonry - personal experience,inconclusive
1202,mushroom therapy - PTSD treatment - Freemasonry,inconclusive
1203,Psilocybin for PTSD - Shroom safety - Freemasonry - Rosicrucianism,inconclusive
1204,mushroom therapy - PTSD treatment - Freemasonry,agreement
1205,Presidential title - media bias accusation - Obama's title,inconclusive
1206,Trump introduction - Presidential title - Respect for the office,disagreement
1207,COVID-19 response - Presidential responsibility - Trump's handling of COVID,disagreement
1208,COVID-19 response - Trump's handling of COVID-19 - Media bias accusation,disagreement
1209,COVID-19 response - Trump's actions - Vaccine development - US cities,disagreement
1210,COVID-19 response - Vaccine development - Government debt,disagreement
1211,COVID-19 response - Trump's handling of COVID - Lockdowns and economic impact,disagreement
1212,COVID-19 response - Trump's handling of COVID - Lockdown impact,disagreement
1213,COVID-19 response - Unemployment rates under Trump vs. Biden - Lockdowns and economic impact,disagreement
1214,COVID-19 handling - Unemployment rates - Responsibility for COVID impact,disagreement
1215,COVID-19 response - Unemployment rates - Responsibility for economic outcomes,disagreement
1216,COVID-19 handling - Economic impact of COVID-19 - Unemployment rates,disagreement
1217,COVID-19 response - Trump's handling of COVID - Unemployment rates,disagreement
1218,COVID-19 handling - Unemployment rates - Trump's COVID-19 response,disagreement
1219,COVID-19 response - Unemployment rates - Trump's handling of COVID - Biden's COVID response - Effect of lockdowns,disagreement
1220,COVID-19 handling - Unemployment rates - Trump's responsibility,disagreement
1221,COVID-19 response - Unemployment rates - Trump vs. Biden policies,disagreement
1222,COVID-19 handling - Unemployment rates - Blame for COVID deaths,disagreement
1223,COVID-19 response - Unemployment rates under Trump vs. Biden - Economic policy comparison,disagreement
